2019-01-14 16:12:02.531 [restartedMain] INFO  com.hwj.MindMapApplication -Starting MindMapApplication on huoweiji with PID 13248 (C:\Users\Administrator\git\Mind-Map\target\classes started by Administrator in C:\Users\Administrator\git\Mind-Map)
2019-01-14 16:12:13.388 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}/{property}],methods=[PATCH || PUT || POST],consumes=[application/json || application/x-spring-data-compact+json || text/uri-list],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<? extends org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryPropertyReferenceController.createPropertyReference(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.http.HttpMethod,org.springframework.hateoas.Resources<java.lang.Object>,java.io.Serializable,java.lang.String) throws java.lang.Exception
2019-01-14 16:12:13.389 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}/{property}/{propertyId}],methods=[DELETE],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryPropertyReferenceController.deletePropertyReferenceId(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,java.lang.String,java.lang.String) throws java.lang.Exception
2019-01-14 16:12:13.392 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/ || ],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.HttpEntity<?> org.springframework.data.rest.webmvc.RepositoryController.optionsForRepositories()
2019-01-14 16:12:13.393 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/ || ],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryController.headForRepositories()
2019-01-14 16:12:13.393 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/ || ],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.http.HttpEntity<org.springframework.data.rest.webmvc.RepositoryLinksResource> org.springframework.data.rest.webmvc.RepositoryController.listRepositories()
2019-01-14 16:12:13.397 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.optionsForCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.398 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.headCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.support.DefaultedPageable) throws org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.399 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.hateoas.Resources<?> org.springframework.data.rest.webmvc.RepositoryEntityController.getCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.support.DefaultedPageable,org.springframework.data.domain.Sort,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws org.springframework.data.rest.webmvc.ResourceNotFoundException,org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.399 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}],methods=[GET],produces=[application/x-spring-data-compact+json || text/uri-list]}" onto public org.springframework.hateoas.Resources<?> org.springframework.data.rest.webmvc.RepositoryEntityController.getCollectionResourceCompact(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.support.DefaultedPageable,org.springframework.data.domain.Sort,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws org.springframework.data.rest.webmvc.ResourceNotFoundException,org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.400 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}],methods=[POST],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryEntityController.postCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.PersistentEntityResource,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,java.lang.String) throws org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.401 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.optionsForItemResource(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.402 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.headForItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.402 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}],methods=[PATCH],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryEntityController.patchItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.PersistentEntityResource,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.data.rest.webmvc.support.ETag,java.lang.String) throws org.springframework.web.HttpRequestMethodNotSupportedException,org.springframework.data.rest.webmvc.ResourceNotFoundException
2019-01-14 16:12:13.403 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}],methods=[DELETE],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.deleteItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,org.springframework.data.rest.webmvc.support.ETag) throws org.springframework.data.rest.webmvc.ResourceNotFoundException,org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.404 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.Resource<?>> org.springframework.data.rest.webmvc.RepositoryEntityController.getItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.http.HttpHeaders) throws org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.405 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/{id}],methods=[PUT],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<? extends org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryEntityController.putItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.PersistentEntityResource,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.data.rest.webmvc.support.ETag,java.lang.String) throws org.springframework.web.HttpRequestMethodNotSupportedException
2019-01-14 16:12:13.406 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.HttpEntity<?> org.springframework.data.rest.webmvc.RepositorySearchController.optionsForSearches(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.407 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search/{search}],methods=[GET],produces=[application/x-spring-data-compact+json]}" onto public org.springframework.hateoas.ResourceSupport org.springframework.data.rest.webmvc.RepositorySearchController.executeSearchCompact(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.http.HttpHeaders,org.springframework.util.MultiValueMap<java.lang.String, java.lang.Object>,java.lang.String,java.lang.String,org.springframework.data.rest.webmvc.support.DefaultedPageable,org.springframework.data.domain.Sort,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler)
2019-01-14 16:12:13.408 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.HttpEntity<?> org.springframework.data.rest.webmvc.RepositorySearchController.headForSearches(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.409 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search/{search}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositorySearchController.executeSearch(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.util.MultiValueMap<java.lang.String, java.lang.Object>,java.lang.String,org.springframework.data.rest.webmvc.support.DefaultedPageable,org.springframework.data.domain.Sort,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.http.HttpHeaders)
2019-01-14 16:12:13.410 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search/{search}],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.Object> org.springframework.data.rest.webmvc.RepositorySearchController.headForSearch(org.springframework.data.rest.webmvc.RootResourceInformation,java.lang.String)
2019-01-14 16:12:13.410 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search/{search}],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<java.lang.Object> org.springframework.data.rest.webmvc.RepositorySearchController.optionsForSearch(org.springframework.data.rest.webmvc.RootResourceInformation,java.lang.String)
2019-01-14 16:12:13.411 [restartedMain] INFO  o.s.d.r.w.RepositoryRestHandlerMapping -Mapped "{[/{repository}/search],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.data.rest.webmvc.RepositorySearchesResource org.springframework.data.rest.webmvc.RepositorySearchController.listSearches(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.417 [restartedMain] INFO  o.s.d.r.w.BasePathAwareHandlerMapping -Mapped "{[/profile/{repository}],methods=[GET],produces=[application/schema+json]}" onto public org.springframework.http.HttpEntity<org.springframework.data.rest.webmvc.json.JsonSchema> org.springframework.data.rest.webmvc.RepositorySchemaController.schema(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.417 [restartedMain] INFO  o.s.d.r.w.BasePathAwareHandlerMapping -Mapped "{[/profile/{repository}],methods=[GET],produces=[application/alps+json || */*]}" onto org.springframework.http.HttpEntity<org.springframework.data.rest.webmvc.RootResourceInformation> org.springframework.data.rest.webmvc.alps.AlpsController.descriptor(org.springframework.data.rest.webmvc.RootResourceInformation)
2019-01-14 16:12:13.417 [restartedMain] INFO  o.s.d.r.w.BasePathAwareHandlerMapping -Mapped "{[/profile/{repository}],methods=[OPTIONS],produces=[application/alps+json]}" onto org.springframework.http.HttpEntity<?> org.springframework.data.rest.webmvc.alps.AlpsController.alpsOptions()
2019-01-14 16:12:13.418 [restartedMain] INFO  o.s.d.r.w.BasePathAwareHandlerMapping -Mapped "{[/profile],methods=[GET]}" onto org.springframework.http.HttpEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.ProfileController.listAllFormsOfMetadata()
2019-01-14 16:12:13.418 [restartedMain] INFO  o.s.d.r.w.BasePathAwareHandlerMapping -Mapped "{[/profile],methods=[OPTIONS]}" onto public org.springframework.http.HttpEntity<?> org.springframework.data.rest.webmvc.ProfileController.profileOptions()
2019-01-14 16:12:13.525 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.526 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.527 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.527 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.528 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
2019-01-14 16:12:13.529 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.530 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
2019-01-14 16:12:13.530 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.531 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
2019-01-14 16:12:13.532 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.533 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/actuator || /actuator.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.hateoas.ResourceSupport org.springframework.boot.actuate.endpoint.mvc.HalJsonMvcEndpoint.links()
2019-01-14 16:12:13.534 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.535 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
2019-01-14 16:12:13.536 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
2019-01-14 16:12:13.537 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
2019-01-14 16:12:13.537 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:13.538 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
2019-01-14 16:12:13.538 [restartedMain] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping -Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2019-01-14 16:12:14.295 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2019-01-14 16:12:14.398 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter -Registering beans for JMX exposure on startup
2019-01-14 16:12:14.400 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter -Bean with name 'dataSource' has been autodetected for JMX exposure
2019-01-14 16:12:14.410 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter -Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2019-01-14 16:12:14.420 [restartedMain] INFO  o.s.c.s.DefaultLifecycleProcessor -Starting beans in phase 0
2019-01-14 16:12:14.569 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer -Tomcat started on port(s): 80 (http)
2019-01-14 16:12:14.577 [restartedMain] INFO  com.hwj.MindMapApplication -Started MindMapApplication in 13.967 seconds (JVM running for 16.803)
2019-01-14 16:13:01.094 [http-nio-80-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-01-14 16:13:01.095 [http-nio-80-exec-1] INFO  o.s.web.servlet.DispatcherServlet -FrameworkServlet 'dispatcherServlet': initialization started
2019-01-14 16:13:01.134 [http-nio-80-exec-1] INFO  o.s.web.servlet.DispatcherServlet -FrameworkServlet 'dispatcherServlet': initialization completed in 39 ms
2019-01-14 16:13:01.578 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/
2019-01-14 16:13:01.579 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:method=GET
2019-01-14 16:13:01.580 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:13:01.580 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:13:01.583 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.IndexController.index
2019-01-14 16:13:01.584 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -方法参数:args={}
2019-01-14 16:13:01.594 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -耗时 : 20
2019-01-14 16:13:01.597 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -返回结果:response=login
2019-01-14 16:13:07.633 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/login/login
2019-01-14 16:13:07.634 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:13:07.634 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:13:07.635 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:13:07.635 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.LoginController.login
2019-01-14 16:13:07.635 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -方法参数:args=com.hwj.entity.Admin@47818ed4
2019-01-14 16:13:07.676 [http-nio-80-exec-10] INFO  o.h.h.i.QueryTranslatorFactoryInitiator -HHH000397: Using ASTQueryTranslatorFactory
2019-01-14 16:13:07.903 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -耗时 : 270
2019-01-14 16:13:07.904 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={roleId=0, message=登录成功, status=200})
2019-01-14 16:13:08.544 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/login/ifLogin
2019-01-14 16:13:08.545 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:13:08.547 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:13:08.547 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:13:08.548 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.LoginController.ifLogin
2019-01-14 16:13:08.548 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -方法参数:args=org.apache.catalina.connector.RequestFacade@6ecdb1e3
2019-01-14 16:13:08.549 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -耗时 : 5
2019-01-14 16:13:08.549 [http-nio-80-exec-3] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={roleId=0, adminId=ragty, message=已登录, status=200})
2019-01-14 16:13:09.936 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/admin/queryAdminByDate
2019-01-14 16:13:09.937 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:13:09.937 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:13:09.938 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:13:09.938 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.AdminController.queryAdminByDate
2019-01-14 16:13:09.939 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -方法参数:args=
2019-01-14 16:13:10.483 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -耗时 : 547
2019-01-14 16:13:10.484 [http-nio-80-exec-1] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 4 containing com.hwj.entity.Admin instances)
2019-01-14 16:19:57.728 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/login/ifLogin
2019-01-14 16:19:57.729 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:19:57.729 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:19:57.730 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:19:57.730 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.LoginController.ifLogin
2019-01-14 16:19:57.731 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -方法参数:args=org.apache.catalina.connector.RequestFacade@7b25a8a7
2019-01-14 16:19:57.731 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -耗时 : 3
2019-01-14 16:19:57.731 [http-nio-80-exec-10] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data={roleId=0, adminId=ragty, message=已登录, status=200})
2019-01-14 16:19:57.870 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/admin/queryAdminByDate
2019-01-14 16:19:57.871 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:19:57.872 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:19:57.872 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:19:57.872 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.AdminController.queryAdminByDate
2019-01-14 16:19:57.873 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -方法参数:args=
2019-01-14 16:19:57.885 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -耗时 : 15
2019-01-14 16:19:57.886 [http-nio-80-exec-9] INFO  com.hwj.config.HttpAspect -返回结果:response=ResultBean(msg=success, code=0, data=Page 1 of 4 containing com.hwj.entity.Admin instances)
2019-01-14 16:20:07.813 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求地址:url=http://localhost/login/ifLogin
2019-01-14 16:20:07.814 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:method=POST
2019-01-14 16:20:07.814 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -IP地址:ip=0:0:0:0:0:0:0:1
2019-01-14 16:20:07.815 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求端口:host={}0:0:0:0:0:0:0:1
2019-01-14 16:20:07.816 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -请求方法:class_method=com.hwj.controller.LoginController.ifLogin
2019-01-14 16:20:07.816 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -方法参数:args=org.apache.catalina.connector.RequestFacade@6ecdb1e3
2019-01-14 16:20:07.816 [http-nio-80-exec-2] INFO  com.hwj.config.HttpAspect -耗时 : 3
